date,open,high,low,close,volume
30-10-1981,0.1772,0.1788,0.1772,0.1772,9139200
02-11-1981,0.1788,0.1803,0.1788,0.1788,12336000
03-11-1981,0.1834,0.185,0.1834,0.1834,13622400
04-11-1981,0.1803,0.1803,0.1788,0.1788,8505600
05-11-1981,0.1803,0.1819,0.1803,0.1803,11731200
06-11-1981,0.1803,0.1819,0.1803,0.1803,15571200
09-11-1981,0.1819,0.1834,0.1819,0.1819,7699200
10-11-1981,0.1819,0.1819,0.1803,0.1803,9984000
11-11-1981,0.1788,0.1788,0.1772,0.1772,9724800
12-11-1981,0.1772,0.1788,0.1772,0.1772,11020800
13-11-1981,0.1694,0.1694,0.1663,0.1663,9513600
16-11-1981,0.1632,0.1632,0.1617,0.1617,5721600
17-11-1981,0.1648,0.1663,0.1648,0.1648,9302400
18-11-1981,0.1586,0.1586,0.157,0.157,11260800
19-11-1981,0.157,0.157,0.1554,0.1554,20745600
20-11-1981,0.1539,0.1539,0.1508,0.1508,10867200
23-11-1981,0.1523,0.1539,0.1523,0.1523,8995200
24-11-1981,0.1523,0.1539,0.1523,0.1523,9504000
25-11-1981,0.1508,0.1508,0.1492,0.1492,11644800
27-11-1981,0.1492,0.1508,0.1492,0.1492,5404800
30-11-1981,0.1554,0.157,0.1554,0.1554,10761600
01-12-1981,0.1554,0.157,0.1554,0.1554,6748800
02-12-1981,0.157,0.1586,0.157,0.157,16176000
03-12-1981,0.157,0.157,0.1554,0.1554,9091200
04-12-1981,0.157,0.1586,0.157,0.157,16838400
07-12-1981,0.1539,0.1539,0.1523,0.1523,12115200
08-12-1981,0.1523,0.1539,0.1523,0.1523,6556800
09-12-1981,0.1539,0.1554,0.1539,0.1539,6278400
10-12-1981,0.1586,0.1601,0.1586,0.1586,7161600
11-12-1981,0.1586,0.1586,0.157,0.157,9139200
14-12-1981,0.1539,0.1539,0.1523,0.1523,10425600
15-12-1981,0.1523,0.1539,0.1523,0.1523,15561600
16-12-1981,0.1523,0.1539,0.1523,0.1523,4300800
17-12-1981,0.1446,0.1446,0.143,0.143,26832000
18-12-1981,0.1492,0.1508,0.1492,0.1492,20774400
21-12-1981,0.1492,0.1508,0.1492,0.1492,17308800
22-12-1981,0.1523,0.1539,0.1523,0.1523,15244800
23-12-1981,0.1508,0.1508,0.1492,0.1492,12662400
24-12-1981,0.1492,0.1492,0.1477,0.1477,3177600
28-12-1981,0.1477,0.1477,0.1461,0.1461,20073600
29-12-1981,0.1415,0.1415,0.1399,0.1399,20668800
30-12-1981,0.143,0.1446,0.143,0.143,12700800
31-12-1981,0.1415,0.1415,0.1399,0.1399,11088000
04-01-1982,0.1415,0.143,0.1415,0.1415,10646400
05-01-1982,0.1415,0.143,0.1399,0.1399,11683200
